#OTU ID	MTC6T1	MTC6T2	MTT6T3	MTT6T4	MTT6T5	MTT6T7	MTT6T11	MTT6T12	MTT6T13	MTT6T14	MTT6T15	MTT6T16	MTT6T8	MTT6T9	MTT6T17	MTT6T18	MTT6T19	MTT6T20	MTB6T21	MTB6T22	MTB6T23	MTB6T24	MTB6T25	MTB6T26	MTB6T27	MTB6T28	MTB6T29
k__Bacteria;p__Gemmatimonadetes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Lentisphaerae	0.0	1.53501366162e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0126531432e-05	7.66835881785e-06	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__OD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Planctomycetes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria	0.00869412569063	0.0102538912596	0.0088286174464599	0.0166530481739	0.0076354230571499	0.00996019159816	0.00544566709422	0.136199203041	0.00816381836351	0.00865855585401	0.040128435934	0.00610598501063	0.0050242339910899	0.0318487798275	0.00433666475588	0.0639783886924	0.0143132721731	0.0273007509461	0.0233832535157	0.0214960715093	0.0274452701346	0.0144011778599	0.01921372534	0.0457490864799	0.0367715799314	0.00536582508347	0.0556428674734
k__Bacteria;p__Spirochaetes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8677449781e-05	0.0	0.0	0.0	0.0	0.0	1.17091905437e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Synergistetes	0.0	0.0	6.62809117602e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.18505459862e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__TM7	0.0	0.0	0.0	8.881625692769999e-06	0.0	3.23645543401e-05	7.50091886256e-06	7.3452448721e-05	0.0	0.0	0.0	0.0	3.7354899562e-05	0.0	9.96934426638e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.41345242929e-06	0.0	0.0	1.92836137492e-05
k__Bacteria;p__Tenericutes	0.00192176210803	0.00159641420809	0.00048385065585	0.0012256643456	0.0044850856394399	8.09113858502e-06	0.0026028188453099	7.3452448721e-05	7.62182212361e-05	0.00738399957866	7.7934425974e-06	4.29494842483e-05	0.000345532820949	4.92253165803e-05	4.98467213319e-06	0.00030073316672	0.0002208838298309	2.15944243196e-05	4.68367621746e-05	1.96670370625e-05	0.000220927897168	0.0007821725994199	0.0043001105117499	0.00161320882393	0.0099125970113799	0.0102395876047	0.0268909993733
k__Bacteria;p__Verrucomicrobia	0.000120110131752	0.000230252049243	0.0353409821506	0.0109954526076	0.0611414169886	1.618227717e-05	0.0570744916252	0.0005325302532269	0.0427753594959	0.189424342972	0.000264977048312	0.000171797936993	0.0	4.92253165803e-05	0.0	0.0060613288257899	0.00089826090798	0.0	0.0	0.0	5.021088572e-05	4.60101529071e-05	0.000481437309203	0.000465556908919	0.0	0.0	0.0
k__Bacteria;p__[Thermi]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanobacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.38747649938e-05	0.000105335229367	0.0	1.43164947494e-05	0.0	0.0	0.0	3.11103275917e-05	2.94511773108e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Thermoplasmata	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria	0.0247704048635	0.0126178122985	0.0901884366321	0.0443726019610999	0.0748619654788999	0.0572205320733	0.267302744586	0.221954936923	0.289866364052	0.195007110128	0.138536235611	0.0505515429601999	0.128117966773	0.0274185013352	0.195952446228	0.120609555019	0.123893740152	0.0506929110904	0.0400454316593	0.00272388463316	0.00844547097811	0.0202751407144	0.104636022452	0.0370659087833	0.00271557672617	0.0107082186164	0.00132092754182
k__Bacteria;p__Actinobacteria;c__Coriobacteriia	0.0001108708908479	2.30252049243e-05	5.96528205842e-05	3.55265027711e-05	8.29036162557e-05	0.000202278464626	0.00303037122047	0.00110178673082	0.00215104757711	0.0028651182387899	0.000264977048312	0.000465286079356	0.000541646043649	0.00124293924365	0.0005582832789169	0.000176291856353	0.00099397723424	5.39860607991e-05	0.000199056239242	1.96670370625e-05	2.0084354288e-05	9.20203058141e-05	0.000262602168656	0.000470970361348	5.93568683316e-05	0.0008201042703999	0.000366388661235
k__Bacteria;p__Bacteroidetes;c__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	0.6025370955520001	0.841417738618	0.541369231075	0.6284371891430001	0.412188489662	0.385647938378	0.0270033079052	0.0325853425639	0.166833217595	0.1450782114079999	0.660400738818	0.639668143652	0.192667233216	0.0957555470778999	0.300406250779	0.357162115917	0.323300298929	0.685104705965	0.787290844584	0.763798884879	0.756085559349	0.763645844516	0.419638265513	0.372044931655	0.573120242176	0.5392068420130001	0.4550643590609999
k__Bacteria;p__Bacteroidetes;c__Cytophagia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia	0.0	0.0	0.0	0.0	0.0	0.0	7.50091886256e-06	0.0	1.69373824969e-05	1.05335229367e-05	0.0	0.0	0.0	0.0	9.96934426638e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia	0.0	0.0	6.62809117602e-06	1.77632513855e-05	2.48710848767e-05	3.23645543401e-05	0.0	1.83631121803e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__[Saprospirae]	0.0	0.0	0.0	0.0	4.14518081279e-05	0.0	0.0	9.18155609013e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__4C0d-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000184432868928	3.11103275917e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__Chloroplast	0.0	0.0	1.98842735281e-05	0.0	8.29036162557e-06	1.618227717e-05	0.000165020214976	0.0008906109407419	0.000948493419827	0.000105335229367	7.01409833766e-05	0.0	0.000224129397372	0.000295351899482	7.47700819979e-05	0.0003785089857	1.47255886554e-05	1.07972121598e-05	0.0	6.88346297189e-05	0.0	0.0	0.000196951626492	0.000178643930166	0.0	0.0	0.0
k__Bacteria;p__Deferribacteres;c__Deferribacteres	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli	0.00013858861356	5.37254781568e-05	0.0019354026234	0.00117237459145	0.000315033741772	0.00142404039096	0.00517563401517	0.0378739188718	0.00453074981792	0.0246800442407999	0.0334884228409999	0.00259128554965	0.020040903615	0.00359344811036	0.00446626623134	0.0068079766879899	0.00207630800041	0.0373421582547	0.000327857335222	0.00146519426116	0.0017674231773399	0.000398754658528	0.00300898318252	0.00115847881987	0.00293816498242	0.00032804170816	0.0075302511690699
k__Bacteria;p__Firmicutes;c__Clostridia	0.3579004748969999	0.13282473214	0.319686093602	0.292995949979	0.436603604649	0.530204220338	0.627819407877	0.553253025323	0.479294049898	0.421256649286	0.125567947129	0.298470282536	0.636891698807	0.837138040094	0.491438825611	0.434735717767	0.519967898217	0.1957912467	0.147442127326	0.208509926937	0.198132155051	0.194883670997	0.442998916766	0.536879144675	0.371663031058	0.425669263664	0.443301354674
k__Bacteria;p__Firmicutes;c__Erysipelotrichi	0.00252231276678	0.000437478893562	0.00169016324989	0.00373028279096	0.00183216991925	0.0147906013333999	0.00423801915735	0.0152046568852	0.0048271540116199	0.00502449044083	0.000857278685714	0.000959205148212	0.0159225259383	0.0025227974747399	0.00213343967301	0.0090894007113899	0.0137536998041	0.00311499570811	0.000819643338056	0.00137669259438	0.00678851174935	0.00457801021425	0.00471589727879	0.0033834077683	0.00203297274036	0.0060101927245	0.00907294026901
k__Bacteria;p__Fusobacteria;c__Fusobacteriia	0.0	0.0	7.95370941123e-05	0.0	0.0	0.0	0.0	0.000128541785262	0.0	0.000158002844051	3.8967212987e-05	7.15824737471e-06	1.8677449781e-05	0.0	4.98467213319e-06	0.0	7.3627943277e-06	1.61958182397e-05	0.0	0.0	3.0126531432e-05	0.0	0.0	1.08269048586e-05	0.0	0.0	0.0
k__Bacteria;p__GN02;c__3BR-5F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__GN02;c__BD1-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria]	0.0	1.53501366162e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0126531432e-05	7.66835881785e-06	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__OD1;c__ABY1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Planctomycetes;c__OM190	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	9.23924090397e-06	1.53501366162e-05	1.98842735281e-05	8.881625692769999e-06	0.0	1.618227717e-05	3.00036754502e-05	4.59077804506e-05	0.000143967751224	1.05335229367e-05	7.7934425974e-06	0.0	0.000130742148467	1.23063291451e-05	0.0	0.000124441310367	7.3627943277e-06	1.07972121598e-05	2.34183810873e-05	3.93340741251e-05	1.0042177144e-05	7.66835881785e-06	1.09417570273e-05	3.7894167005000005e-05	1.48392170829e-05	0.0	9.64180687461e-06
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	0.00468429513831	0.00825069843122	0.00121294068521	0.000550660792952	0.00101971447995	0.000396465790666	5.25064320379e-05	0.000633527370219	0.00137192798225	0.00107441933955	0.0383749113496	0.0018969355543	0.000298839196496	0.00177211139689	0.00209356229594	0.00203254140266	0.0018333357876	0.0177992042455	0.0217673852207	0.0200210437297	0.0207270536251999	0.0111804671564	0.00342476994956	0.000525104885641	0.00140972562288	0.00189795559721	0.00214048112616
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	0.00362178243436	0.00157338900316	0.000536875385258	0.000586187295723	0.00340733862811	0.0	2.25027565877e-05	5.50893365408e-05	0.000796056977355	0.00633064728498	0.0001636622945449	0.00247675359165	2.80161746715e-05	4.92253165803e-05	0.00198389950901	0.000497765241468	0.000795181787392	0.0001133707276779	0.000889898481318	0.000255671481813	0.00107451295441	0.00225449749245	0.0036107798190199	0.00267424550007	0.00140972562288	0.00297580692402	0.0063635925372399
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria	9.23924090397e-06	0.0	6.62809117602e-06	8.881625692769999e-06	0.0	2.42734157551e-05	0.0	3.67262243605e-05	2.54060737454e-05	0.0	4.67606555844e-05	0.0	0.0	6.15316457254e-05	0.0	0.0	7.3627943277e-06	2.15944243196e-05	0.0	2.95005555938e-05	2.0084354288e-05	1.53367176357e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.000369569636159	0.000414453688638	0.00705228901129	0.0154984368338999	0.0032083699491	0.00952327011457	0.00534065423014	0.1354279523289999	0.00582645957894	0.00124295570654	0.00153530819169	0.00173229586468	0.00456663647146	0.0299536051390999	0.000259202950926	0.0613236407379	0.0116700290093999	0.00935578433648	0.000702551432619	0.00115052166816	0.0056135770235	0.000943208134595	0.0121672338143999	0.0425118419272	0.0339372894686	0.00049206256224	0.0471291520031
k__Bacteria;p__Spirochaetes;c__Spirochaetes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8677449781e-05	0.0	0.0	0.0	0.0	0.0	1.17091905437e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Synergistetes;c__Synergistia	0.0	0.0	6.62809117602e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.18505459862e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__TM7;c__TM7-3	0.0	0.0	0.0	8.881625692769999e-06	0.0	3.23645543401e-05	7.50091886256e-06	7.3452448721e-05	0.0	0.0	0.0	0.0	3.7354899562e-05	0.0	9.96934426638e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.41345242929e-06	0.0	0.0	1.92836137492e-05
k__Bacteria;p__Tenericutes;c__Mollicutes	0.00192176210803	0.00159641420809	0.00048385065585	0.0012256643456	0.0044850856394399	8.09113858502e-06	0.0026028188453099	7.3452448721e-05	7.62182212361e-05	0.00738399957866	7.7934425974e-06	4.29494842483e-05	0.000345532820949	4.92253165803e-05	4.98467213319e-06	0.00030073316672	0.0002208838298309	2.15944243196e-05	4.68367621746e-05	1.96670370625e-05	0.000220927897168	0.0007821725994199	0.0043001105117499	0.00161320882393	0.0099125970113799	0.0102395876047	0.0268909993733
k__Bacteria;p__Tenericutes;c__RF3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Opitutae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae	0.000120110131752	0.000230252049243	0.0353409821506	0.0109954526076	0.0611414169886	1.618227717e-05	0.0570744916252	0.0005325302532269	0.0427753594959	0.189424342972	0.000264977048312	0.000171797936993	0.0	4.92253165803e-05	0.0	0.0060613288257899	0.00089826090798	0.0	0.0	0.0	5.021088572e-05	4.60101529071e-05	0.000481437309203	0.000465556908919	0.0	0.0	0.0
k__Bacteria;p__[Thermi];c__Deinococci	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.38747649938e-05	0.000105335229367	0.0	1.43164947494e-05	0.0	0.0	0.0	3.11103275917e-05	2.94511773108e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	4.61962045198e-05	2.30252049243e-05	5.96528205842e-05	5.32897541566e-05	3.31614465023e-05	0.000121367078775	0.0001800220527009	0.00144150430615	0.000152436442472	0.0002317375046079	2.33803277922e-05	5.0107731623e-05	0.000644372017445	8.61443040156e-05	3.48927049323e-05	0.000129626364966	0.000161981475209	2.69930303996e-05	1.17091905437e-05	4.91675926563e-05	5.021088572e-05	1.53367176357e-05	0.000229776897574	0.000292326431181	2.96784341658e-05	8.201042704000001e-05	9.64180687461e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales	0.024724208659	0.0125947870935999	0.0901287838115	0.0443193122069	0.0748288040323999	0.0570991649945	0.267122722534	0.220513432617	0.28971392761	0.194775372623	0.138512855284	0.0505014352286	0.127473594755	0.0273323570312	0.195917553523	0.120479928654	0.123731758677	0.0506659180599999	0.0400337224688	0.0026747170405	0.00839526009239	0.0202598039967	0.104406245555	0.0367735823521	0.00268589829201	0.0106262081892999	0.0012245094730799
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales	0.0001108708908479	2.30252049243e-05	5.96528205842e-05	3.55265027711e-05	8.29036162557e-05	0.000202278464626	0.00303037122047	0.00110178673082	0.00215104757711	0.0028651182387899	0.000264977048312	0.000465286079356	0.000541646043649	0.00124293924365	0.0005582832789169	0.000176291856353	0.00099397723424	5.39860607991e-05	0.000199056239242	1.96670370625e-05	2.0084354288e-05	9.20203058141e-05	0.000262602168656	0.000470970361348	5.93568683316e-05	0.0008201042703999	0.000366388661235
k__Bacteria;p__Bacteroidetes;c__;o__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.6025370955520001	0.841417738618	0.541369231075	0.6284371891430001	0.412188489662	0.385647938378	0.0270033079052	0.0325853425639	0.166833217595	0.1450782114079999	0.660400738818	0.639668143652	0.192667233216	0.0957555470778999	0.300406250779	0.357162115917	0.323300298929	0.685104705965	0.787290844584	0.763798884879	0.756085559349	0.763645844516	0.419638265513	0.372044931655	0.573120242176	0.5392068420130001	0.4550643590609999
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales	0.0	0.0	0.0	0.0	0.0	0.0	7.50091886256e-06	0.0	1.69373824969e-05	1.05335229367e-05	0.0	0.0	0.0	0.0	9.96934426638e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales	0.0	0.0	6.62809117602e-06	1.77632513855e-05	2.48710848767e-05	3.23645543401e-05	0.0	1.83631121803e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales]	0.0	0.0	0.0	0.0	4.14518081279e-05	0.0	0.0	9.18155609013e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__MLE1-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000184432868928	3.11103275917e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta	0.0	0.0	1.98842735281e-05	0.0	8.29036162557e-06	1.618227717e-05	0.000165020214976	0.0008906109407419	0.000948493419827	0.000105335229367	7.01409833766e-05	0.0	0.000224129397372	0.000295351899482	7.47700819979e-05	0.0003785089857	1.47255886554e-05	1.07972121598e-05	0.0	6.88346297189e-05	0.0	0.0	0.000196951626492	0.000178643930166	0.0	0.0	0.0
