#OTU ID	MTC9T1	MTC9T2	MTT9T4	MTT9T6	MTT9T11	MTT9T12	MTT9T13	MTT9T14	MTT9T15	MTT9T9	MTT9T17	MTT9T18	MTB9T21	MTB9T22	MTB9T23	MTB9T24	MTB9T25	MTT9T26	MTB9T27
k__Bacteria;p__Gemmatimonadetes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Lentisphaerae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.63464345426e-06	7.487776205339999e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__OD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Planctomycetes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria	0.0512477090089	0.0999367626855999	0.0893285371703	0.0198589506987	0.0261622204786	0.0107227405654	0.00388129032258	0.163590403652	0.0289103039287999	0.0532119412316	0.115546174873	0.0491109689413	0.3802488267459999	0.413506655658	0.0974921936856	0.0630219035544	0.069633863392	0.105949404085	0.0687994674932
k__Bacteria;p__Spirochaetes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Synergistetes	8.811504300010001e-06	1.09029852374e-05	0.00056425447877	0.0	0.0	0.0	0.0	0.0	5.24144334374e-05	0.0	0.0	2.4142051833e-05	0.0	0.0	0.0	5.10062810592e-05	2.82949465226e-05	0.0	0.0
k__Bacteria;p__TM7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.99039303628e-05	7.487776205339999e-06	0.0	0.0	0.0	8.8049096176e-06	1.00690738466e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Tenericutes	0.00749859015931	0.000839529863277	9.40424131283e-05	0.0155483785921	0.00138943376488	0.00531316615427	0.0120567741935	0.27485337438	0.00253086835741	0.002352297593	0.000138403515449	0.00335574520478	0.000475465119351	2.01381476932e-05	8.896084833060001e-06	7.28661157988e-06	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia	0.0	0.0	1.1755301641e-05	6.5910888478800005e-06	6.53851183471e-05	5.35601426842e-05	4.12903225806e-05	1.32692869085e-05	8.98533144641e-05	1.56298843389e-05	0.000138403515449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__[Thermi]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanobacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.32692869085e-05	7.487776205339999e-06	0.0	6.920175772460001e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Thermoplasmata	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria	0.0018063583814999	6.54179114241e-05	0.118681525368	0.0362509886633	0.137406826206	0.202596595717	0.2421367741939999	0.0029059738329699	0.0179856384452	0.0236558299469	0.00271270890281	0.059842110981	0.00658607239397	0.0620557021165	0.0897348077111	0.010995496874	0.00384811272707	0.00168869548274	0.000426421491643
k__Bacteria;p__Actinobacteria;c__Coriobacteriia	0.0001674185817	9.81268671362e-05	0.000928668829642	0.000197732665436	0.000678370602851	0.0016282283375999	0.000805161290323	0.000988561874685	0.000531632110579	5.4704595186e-05	0.00871942147331	0.000156923336914	0.000105658915411	2.01381476932e-05	3.55843393323e-05	8.01527273787e-05	5.65898930451e-05	1.62374565648e-05	8.32041934914e-05
k__Bacteria;p__Bacteroidetes;c__	0.0	0.0	0.0	0.0	8.17313979338e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	0.511463767094	0.502038858239	0.143591009545	0.2403901924599999	0.00374329802537	0.0142362859254999	0.0738890322581	0.303143494069	0.37986986245	0.265379806189	0.386035085291	0.177250944558	0.2921028765639999	0.1830356243829999	0.323470540615	0.543654089975	0.453171863505	0.4896242652549999	0.601025491685
k__Bacteria;p__Bacteroidetes;c__Cytophagia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.98078607256e-05	0.0	0.0	0.0	1.81065388747e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia	0.0	0.0	3.52659049231e-05	4.61376219351e-05	7.35582581404e-05	4.28481141474e-05	1.03225806452e-05	0.0	0.0	5.4704595186e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__[Saprospirae]	0.0	0.0	1.1755301641e-05	2.63643553915e-05	8.17313979338e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__4C0d-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__Chloroplast	1.7623008600000002e-05	1.09029852374e-05	2.35106032821e-05	0.0	8.17313979338e-06	4.28481141474e-05	5.16129032258e-05	0.000510867545978	0.0	0.0	0.0	0.0	1.76098192352e-05	0.0	0.0	7.28661157988e-06	7.07373663064e-05	0.000324749131296	4.16020967457e-05
k__Bacteria;p__Deferribacteres;c__Deferribacteres	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli	0.000361271676301	0.0003052835866459	0.00353834579395	0.0008370682836799	0.221181509089	0.1025248251259999	0.00226064516129	0.0413537326504	0.00553346661575	0.000109409190372	0.00197917027092	0.00465338049081	0.0133394380707	0.0276396077089	0.00400323817488	0.000932686282225	0.00055175145719	0.00221370657833	0.00014560733861
k__Bacteria;p__Firmicutes;c__Clostridia	0.420916748907	0.3909156327	0.616847698312	0.6691141576590001	0.487192689944	0.550951763736	0.592402580645	0.207923091213	0.535009097648	0.6480228196310001	0.45383896751	0.6945245826440001	0.2995958546489999	0.307378617315	0.4825414335149999	0.373227531733	0.467743760964	0.399067969993	0.32795972917
k__Bacteria;p__Firmicutes;c__Erysipelotrichi	0.00533977160581	0.00428487319828	0.0261908120562	0.0172950171367999	0.121959591997	0.111672897497	0.0721032258065	0.00400732464637	0.0280267463366	0.00648640200063	0.0300128023252	0.0105983607547	0.00685902459211	0.0062327567110399	0.00239304682009	0.0076436555473	0.00459792880991	0.00081187282824	0.001227261854
k__Bacteria;p__Fusobacteria;c__Fusobacteriia	0.0001497955731	1.09029852374e-05	0.0	0.0	0.0	0.0	0.0	7.96157214511e-05	5.99022096428e-05	0.0	0.0	2.4142051833e-05	0.000466660209733	7.04835169261e-05	8.896084833060001e-06	2.18598347396e-05	0.0	4.32998841728e-05	0.0
k__Bacteria;p__GN02;c__3BR-5F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__GN02;c__BD1-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.63464345426e-06	7.487776205339999e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__OD1;c__ABY1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Planctomycetes;c__OM190	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	0.0012952911321	0.0372336945856	0.0	5.93197996309e-05	6.53851183471e-05	5.35601426842e-05	7.22580645161e-05	0.000696637562697	0.0002246332861599	0.0012347608627699	0.000795820213833	0.0	8.804909617600001e-05	1.00690738466e-05	1.77921696661e-05	0.000378903802154	5.65898930451e-05	0.000119074681475	0.00569948725416
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	0.0445950232624	0.0576985978761	0.0436004137866	0.0188834695492	0.00660389695305	0.00666288174992	0.000144516129032	0.103108993923	0.0200522646779	0.0487261644264	0.0963980485104	0.0268821747159999	0.0238613050637	0.00808546629881	0.0285386401445	0.0368921144289	0.0434610378586	0.0881802141179	0.0544467441159
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	0.0023614831524	0.00346714930548	0.00022335073118	0.000158186132349	8.17313979338e-06	0.0	7.22580645161e-05	0.00123404368249	0.000696363187097	0.0026258205689299	0.01648385869	0.000120710259165	0.000598733853997	2.01381476932e-05	2.66882544992e-05	0.00280534545826	0.00497991058797	0.00110955953193	0.00588669668951
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria	0.0	2.18059704747e-05	0.0	0.0	0.0	0.0	0.0	0.0	7.487776205339999e-06	0.0	0.0	1.81065388747e-05	0.000193708011587	0.0	1.77921696661e-05	0.000123872396858	0.000141474732613	0.000319336645774	3.12015725593e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.002995911462	0.00151551494799	0.0455047726525	0.000757975217506	0.0194847652674	0.00400629867278	0.00359225806452	0.0585507284839	0.00792955500146	0.000625195373554	0.00186844745857	0.0220899774272	0.3555070307199999	0.405390982137	0.0688912809473	0.0228216674682	0.0209948503196999	0.0162212191082	0.00273533786103
k__Bacteria;p__Spirochaetes;c__Spirochaetes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Synergistetes;c__Synergistia	8.811504300010001e-06	1.09029852374e-05	0.00056425447877	0.0	0.0	0.0	0.0	0.0	5.24144334374e-05	0.0	0.0	2.4142051833e-05	0.0	0.0	0.0	5.10062810592e-05	2.82949465226e-05	0.0	0.0
k__Bacteria;p__TM7;c__TM7-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.99039303628e-05	7.487776205339999e-06	0.0	0.0	0.0	8.8049096176e-06	1.00690738466e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Tenericutes;c__Mollicutes	0.00749859015931	0.000839529863277	9.40424131283e-05	0.0155483785921	0.00138943376488	0.00531316615427	0.0120567741935	0.27485337438	0.00253086835741	0.002352297593	0.000138403515449	0.00335574520478	0.000475465119351	2.01381476932e-05	8.896084833060001e-06	7.28661157988e-06	0.0	0.0	0.0
k__Bacteria;p__Tenericutes;c__RF3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Opitutae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae	0.0	0.0	1.1755301641e-05	6.5910888478800005e-06	6.53851183471e-05	5.35601426842e-05	4.12903225806e-05	1.32692869085e-05	8.98533144641e-05	1.56298843389e-05	0.000138403515449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__[Thermi];c__Deinococci	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.32692869085e-05	7.487776205339999e-06	0.0	6.920175772460001e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	4.40575215001e-05	2.18059704747e-05	9.40424131283e-05	7.25019773267e-05	0.000433176409049	0.000214240570737	0.000154838709677	0.000351636103076	5.99022096428e-05	7.81494216943e-06	9.68824608145e-05	6.03551295825e-05	0.000193708011587	0.000161105181545	8.896084833060001e-06	8.01527273787e-05	5.65898930451e-05	3.78873986512e-05	1.04005241864e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales	0.00176230086	4.36119409494e-05	0.1185874829549999	0.036178486686	0.136973649797	0.2023823551469999	0.241981935484	0.00255433772989	0.0179257362356	0.0236480150047	0.0026158264419899	0.0597817558514	0.00639236438238	0.061894596935	0.0897259116263	0.0109153441467	0.0037915228340199	0.0016508080840899	0.0004160209674569
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales	0.0001674185817	9.81268671362e-05	0.000928668829642	0.000197732665436	0.000678370602851	0.0016282283375999	0.000805161290323	0.000988561874685	0.000531632110579	5.4704595186e-05	0.00871942147331	0.000156923336914	0.000105658915411	2.01381476932e-05	3.55843393323e-05	8.01527273787e-05	5.65898930451e-05	1.62374565648e-05	8.32041934914e-05
k__Bacteria;p__Bacteroidetes;c__;o__	0.0	0.0	0.0	0.0	8.17313979338e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.511463767094	0.502038858239	0.143591009545	0.2403901924599999	0.00374329802537	0.0142362859254999	0.0738890322581	0.303143494069	0.37986986245	0.265379806189	0.386035085291	0.177250944558	0.2921028765639999	0.1830356243829999	0.323470540615	0.543654089975	0.453171863505	0.4896242652549999	0.601025491685
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.98078607256e-05	0.0	0.0	0.0	1.81065388747e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales	0.0	0.0	3.52659049231e-05	4.61376219351e-05	7.35582581404e-05	4.28481141474e-05	1.03225806452e-05	0.0	0.0	5.4704595186e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales]	0.0	0.0	1.1755301641e-05	2.63643553915e-05	8.17313979338e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__MLE1-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta	1.7623008600000002e-05	1.09029852374e-05	2.35106032821e-05	0.0	8.17313979338e-06	4.28481141474e-05	5.16129032258e-05	0.000510867545978	0.0	0.0	0.0	0.0	1.76098192352e-05	0.0	0.0	7.28661157988e-06	7.07373663064e-05	0.000324749131296	4.16020967457e-05
k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Elusimicrobiales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__IIb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	0.0	0.0	0.0	0.0	3.26925591735e-05	0.000182104485126	0.0	0.024435391842	0.000329462153035	0.0	0.000179924570084	0.00068804847724	0.0	1.00690738466e-05	4.44804241653e-05	0.0	0.0	5.4124855216e-06	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales	0.0	0.0	4.70212065642e-05	1.31821776958e-05	8.17313979338e-06	1.07120285368e-05	0.0	0.0003051935988959	2.2463328616e-05	0.0	1.38403515449e-05	6.03551295825e-06	0.0002201227404399	6.04144430795e-05	3.55843393323e-05	2.18598347396e-05	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	0.000264345129	6.54179114241e-05	0.0034913245873899	0.000823886105985	0.22114064339	0.102321296584	0.00226064516129	0.0165932432791	0.00517405335789	0.000109409190372	0.0017854053492999	0.00395929650061	0.00827661504055	0.0275288478965999	0.00392317341138	0.000582928926391	0.0005376039839279	0.00220829409281	0.00014560733861
k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales	9.69265473002e-05	0.000239865675222	0.0	0.0	0.0	1.07120285368e-05	0.0	1.99039303628e-05	7.487776205339999e-06	0.0	0.0	0.0	0.00484270028968	4.02762953864e-05	0.0	0.000327897521095	1.41474732613e-05	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	0.420916748907	0.3909156327	0.616847698312	0.6691141576590001	0.487192689944	0.550951763736	0.592402580645	0.207923091213	0.535009097648	0.6480228196310001	0.45383896751	0.6945245826440001	0.2995958546489999	0.307378617315	0.4825414335149999	0.373227531733	0.467743760964	0.399067969993	0.32795972917
k__Bacteria;p__Firmicutes;c__Clostridia;o__MBA08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__OPB54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__SHA-98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales	0.00533977160581	0.00428487319828	0.0261908120562	0.0172950171367999	0.121959591997	0.111672897497	0.0721032258065	0.00400732464637	0.0280267463366	0.00648640200063	0.0300128023252	0.0105983607547	0.00685902459211	0.0062327567110399	0.00239304682009	0.0076436555473	0.00459792880991	0.00081187282824	0.001227261854
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales	0.0001497955731	1.09029852374e-05	0.0	0.0	0.0	0.0	0.0	7.96157214511e-05	5.99022096428e-05	0.0	0.0	2.4142051833e-05	0.000466660209733	7.04835169261e-05	8.896084833060001e-06	2.18598347396e-05	0.0	4.32998841728e-05	0.0
k__Bacteria;p__GN02;c__3BR-5F;o__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__GN02;c__BD1-5;o__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria];o__Victivallales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.63464345426e-06	7.487776205339999e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__OD1;c__ABY1;o__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Planctomycetes;c__OM190;o__agg27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.99039303628e-05	0.0	0.0	0.0	0.0	0.0	0.0	8.896084833060001e-06	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32	0.0012952911321	0.0372336945856	0.0	1.31821776958e-05	0.0	0.0	4.12903225806e-05	0.000597117910883	0.000217145509955	0.0012347608627699	0.000795820213833	0.0	5.28294577056e-05	0.0	0.0	0.0003716171905739	4.24424197838e-05	0.000108249710432	0.00569948725416
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	0.0	0.0	0.0	6.5910888478800005e-06	0.0	0.0	1.03225806452e-05	1.32692869085e-05	0.0	0.0	0.0	0.0	2.64147288528e-05	1.00690738466e-05	8.896084833060001e-06	7.28661157988e-06	0.0	1.08249710432e-05	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales	0.0	0.0	0.0	0.0	0.0	0.0	2.06451612903e-05	0.0	7.487776205339999e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
