#OTU ID	MTC8T1	MTC8T2	MTT8T4	MTT8T6	MTT8T7	MTT8T11	MTT8T12	MTT8T13	MTT8T14	MTT8T15	MTT8T9	MTT8T17	MTB8T21	MTB8T22	MTB8T23	MTB8T24	MTB8T25	MTB8T26	MTB8T27	MTB8T28	MTB8T29	MTB8T30
k__Archaea;p__Euryarchaeota;c__Thermoplasmata	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria	1.0710422312e-05	8.57427032959e-06	0.0117930756507999	0.00107092998795	0.00342385489377	0.00134592152949	0.0055927882467299	0.0130937713895	0.00864869974125	0.00371972843381	0.0166629911658	0.00204091967994	0.00137761672307	0.000356419299167	0.000343616371411	5.25610365036e-05	7.86012471398e-05	0.00557824559296	6.31397835884e-05	0.000232356730952	0.000124163191822	2.02722564035e-05
k__Bacteria;p__Actinobacteria;c__Coriobacteriia	0.000396285625542	0.0001028912439549	0.0011535949075	0.000889254364996	0.000499312172008	0.00624376280267	0.0050618938736899	0.0021013004791199	0.00348547325638	0.00454344452055	0.00271770856305	0.00171680340322	0.00526089864534	0.0042957905004899	0.0035061596416199	0.00104246055732	0.000969415381391	0.00274783026517	0.000481440849861	0.0015842504383099	0.0003517957101619	0.00017231417943
k__Bacteria;p__Bacteroidetes;c__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	0.739468977262	0.7569194361560001	0.377524357531	0.402554932971	0.6190248127579999	0.382386154735	0.3460642855269999	0.562005475702	0.438094450418	0.650839756874	0.398043768729	0.569117796009	0.315594022341	0.151571996698	0.209408725311	0.596182316715	0.606076749751	0.385514580017	0.569773407102	0.329756447899	0.722298674558	0.782950018752
k__Bacteria;p__Bacteroidetes;c__Cytophagia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.60120869497e-05	0.0	5.06431682366e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia	0.0	0.0	0.00041696201476	0.0	0.000101900443267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__[Saprospirae]	0.0	0.0	0.000201531640468	0.0	6.11402659602e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__4C0d-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.10290691786e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__Chloroplast	0.0	4.2871351648e-05	4.1696201476e-05	3.82474995697e-05	0.0	6.565470875569999e-06	2.62818996557e-05	0.0	0.0	0.0	0.0120124015722	5.06431682366e-06	0.000289499166442	0.00234486381031	0.0015780900020399	0.0001138822457579	7.86012471398e-05	0.0	7.10322565369e-05	2.11233391775e-05	1.03469326518e-05	0.0
k__Bacteria;p__Deferribacteres;c__Deferribacteres	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli	0.0001285250677429	0.0001028912439549	0.00106325313764	0.000535464993976	0.00166097722525	0.00191055202479	0.00120896738416	0.0083093771389499	0.00308966527642	0.00148268895613	0.0320417190966	0.00424389749823	0.00166711588951	0.00672506940797	0.0034679800448	0.0002365246642659	0.000637543449023	0.000608126370161	0.0003946236474269	0.000633700175324	0.0003311018448579	0.000248335140943
k__Bacteria;p__Firmicutes;c__Clostridia	0.245311512633	0.22528037864	0.510973050355	0.53555105085	0.3411830641459999	0.562076527129	0.597114247418	0.3973648186169999	0.496420005435	0.306413713572	0.1462438543459999	0.334042337689	0.61678296547	0.713823441135	0.634843972714	0.3325186372679999	0.338352168521	0.535338899066	0.407543625644	0.631682896432	0.257555847569	0.201435275753
k__Bacteria;p__Firmicutes;c__Erysipelotrichi	0.000856833784956	0.000222931028569	0.0015358100877	0.00199843185252	0.0012737555408399	0.00151662377226	0.0018607584956199	0.0023819301848	0.00327280031192	0.0005549245215939	0.0102481611684999	0.00241061480806	0.00719754824154	0.00479290162827	0.00459427815109	0.00213748215115	0.000917014549964	0.0022147812246599	0.0015232472790699	0.00389725607824	0.00135544817739	0.00046119383318
k__Bacteria;p__Fusobacteria;c__Fusobacteriia	1.0710422312e-05	0.0	0.000138987338253	1.91237497849e-05	0.0	0.0	0.0	6.8446269678300006e-06	0.0	0.0	1.29723559096e-05	0.00098247746379	0.0	7.50356419299e-05	6.36326613724e-06	1.75203455012e-05	8.73347190442e-06	0.0	0.0	3.16850087662e-05	4.13877306073e-05	2.02722564035e-05
k__Bacteria;p__GN02;c__3BR-5F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__GN02;c__BD1-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria]	2.14208446239e-05	0.0	1.38987338253e-05	0.0	0.0	2.62618835023e-05	1.57691397934e-05	2.05338809035e-05	2.95379089523e-05	0.0	0.0	1.01286336473e-05	9.98272987731e-06	9.37945524124e-05	0.0	3.50406910024e-05	0.0	0.0	0.0	0.0	2.06938653036e-05	0.000445989640877
k__Bacteria;p__OD1;c__ABY1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Planctomycetes;c__OM190	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	0.00043912731479	0.000300099461536	0.000187632906642	2.86856246773e-05	0.000112090487594	3.93928252534e-05	9.46148387605e-05	0.0	0.0	1.73413912998e-05	0.000694021041161	0.0	0.00040929192497	0.0007972536955049	0.000859040928528	0.000700813820049	0.000192136381897	7.50773296495e-06	2.36774188456e-05	9.50550262986e-05	0.000258673316295	0.000957864115065
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	0.00972506345925	0.00835991357136	0.00309246827614	0.00132910061005	0.0060936465073599	0.00249487893272	0.00036794659518	0.00349075975359	0.00307194253104	0.0113846233883	0.00701804454707	0.00958168743037	0.000598963792639	0.0004689727620619	0.00731139279169	0.0131052184348999	0.00345845487415	0.00419682272741	0.00580096761718	0.0045415179231499	0.00680828168489	0.00823053609982
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	0.00100677969732	0.00155194292966	0.0005628987199269	0.00123348186112	0.00229275997351	0.00347969956405	0.00036794659518	0.000698151950719	0.0015005257747799	0.0072660429546299	0.0	0.00041527397954	0.00136763399319	0.000722218053575	0.00124083689676	0.00118262332133	0.0005502087299789	0.00573590798522	0.00149956986022	0.00537588982066	0.00279367181599	0.00160657631998
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria	0.0	0.0	6.94936691267e-06	0.0	2.03800886534e-05	0.0	1.57691397934e-05	0.0	0.0	0.0	0.0	1.01286336473e-05	0.0	3.751782096500001e-05	6.36326613724e-06	8.760172750610001e-06	0.0	0.0	2.36774188456e-05	0.0	0.000269020248947	2.53403205044e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.00102820054195	0.00433000651645	0.0147326578549	0.0373678070795999	0.0127477454527	0.0027903251221199	0.00217088491156	0.00585215605749	0.0019199640819	0.00552323312899	0.374194092389	0.0733920794085	0.00077865293043	0.0185713213777	0.00895947872124	0.0004642891557819	0.000227070269515	0.00452716297787	0.0107258707371	0.0175112481781	0.0041077322627699	0.000800754127938
k__Bacteria;p__Spirochaetes;c__Spirochaetes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Synergistetes;c__Synergistia	2.14208446239e-05	6.00198923072e-05	0.000319670877983	0.0003537893710199	0.000305701329801	0.000131309417511	0.000126153118347	0.00025325119781	0.0003780852345899	0.000485558956395	0.0	5.57074850603e-05	0.000299481896319	3.751782096500001e-05	7.63591936469e-05	0.000157683109511	3.49338876177e-05	0.000608126370161	0.0001657419319199	0.00118290699394	0.0005069996999389	0.000380104807566
k__Bacteria;p__TM7;c__TM7-3	0.0	0.0	6.25443022141e-05	9.56187489243e-06	5.09502216335e-05	1.96964126267e-05	3.15382795868e-05	0.0	2.36303271619e-05	0.0	6.4861779547800006e-06	5.06431682366e-06	9.98272987731e-06	3.751782096500001e-05	0.0	0.0	1.74669438088e-05	0.0	0.0	0.0	0.0	5.06806410087e-06
k__Bacteria;p__Tenericutes;c__Mollicutes	0.000599783649469	0.0015176458483399	0.0738439728141	0.0144288692127	0.00952769144546	0.0340091391355	0.0353018476175	0.00286789869952	0.0365738388648	0.00665042356348	6.4861779547800006e-06	0.00107869948344	0.0446028370918	0.0895456591881	0.120774791285	0.0496964600141999	0.0458769279139	0.0413000390402	0.0004577634310159	0.00157368876872	0.0017175908202	0.00107949765349
k__Bacteria;p__Tenericutes;c__RF3	0.0	6.00198923072e-05	0.000555949353014	5.73712493546e-05	5.09502216335e-05	0.000105047534009	0.0	0.0	0.000171319871924	0.0	0.0	5.06431682366e-06	0.0	6.56561866887e-05	1.90897984117e-05	4.380086375299999e-05	3.49338876177e-05	0.000180185591159	0.0	0.0	7.24285285627e-05	0.000101361282017
k__Bacteria;p__Verrucomicrobia;c__Opitutae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae	2.14208446239e-05	3.42970813184e-05	9.03417698648e-05	0.00105180623817	0.000519692260661	5.25237670046e-05	0.0033272884964099	0.000130047912389	0.000224488108038	2.60120869497e-05	6.4861779547800006e-06	5.06431682366e-06	0.00066884290178	0.000806633150747	0.0002990735084499	8.760172750610001e-06	0.0	0.00841616865371	0.000149956986022	4.22466783549e-05	5.17346632591e-05	3.04083846052e-05
k__Bacteria;p__[Thermi];c__Deinococci	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.13530725333e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	0.0	0.0	5.55949353014e-05	9.56187489243e-06	6.11402659602e-05	0.000275749776774	0.000162947777865	0.0001642710472279	5.90758179047e-05	8.67069564991e-05	0.00621375848068	0.000106350653297	0.0003993091950919	0.000178209649584	0.000241804113215	2.62805182518e-05	4.36673595221e-05	3.75386648248e-05	3.15698917942e-05	0.000126740035065	4.13877306073e-05	5.06806410087e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales	1.0710422312e-05	8.57427032959e-06	0.0117374807155	0.00106136811306	0.00336271462781	0.00107017175272	0.00542984046887	0.0129295003422	0.00858962392334	0.00363302147731	0.0104492326851	0.00193456902664	0.0009783075279769	0.000178209649584	0.000101812258196	2.62805182518e-05	3.49338876177e-05	0.00554070692814	3.15698917942e-05	0.000105616695887	8.27754612145e-05	1.52041923026e-05
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales	0.000396285625542	0.0001028912439549	0.0011535949075	0.000889254364996	0.000499312172008	0.00624376280267	0.0050618938736899	0.0021013004791199	0.00348547325638	0.00454344452055	0.00271770856305	0.00171680340322	0.00526089864534	0.0042957905004899	0.0035061596416199	0.00104246055732	0.000969415381391	0.00274783026517	0.000481440849861	0.0015842504383099	0.0003517957101619	0.00017231417943
k__Bacteria;p__Bacteroidetes;c__;o__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.739468977262	0.7569194361560001	0.377524357531	0.402554932971	0.6190248127579999	0.382386154735	0.3460642855269999	0.562005475702	0.438094450418	0.650839756874	0.398043768729	0.569117796009	0.315594022341	0.151571996698	0.209408725311	0.596182316715	0.606076749751	0.385514580017	0.569773407102	0.329756447899	0.722298674558	0.782950018752
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.60120869497e-05	0.0	5.06431682366e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales	0.0	0.0	0.00041696201476	0.0	0.000101900443267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales]	0.0	0.0	0.000201531640468	0.0	6.11402659602e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__MLE1-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.10290691786e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta	0.0	4.2871351648e-05	4.1696201476e-05	3.82474995697e-05	0.0	6.565470875569999e-06	2.62818996557e-05	0.0	0.0	0.0	0.0120124015722	5.06431682366e-06	0.000289499166442	0.00234486381031	0.0015780900020399	0.0001138822457579	7.86012471398e-05	0.0	7.10322565369e-05	2.11233391775e-05	1.03469326518e-05	0.0
k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Elusimicrobiales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__IIb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	0.0	0.0	0.0	0.0	1.01900443267e-05	3.28273543779e-05	0.0	0.000294318959617	0.000313101834895	0.000147401826049	9.72926693217e-05	0.000516560316013	0.0	0.0	1.90897984117e-05	0.0	0.0	0.0	7.89247294855e-06	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales	0.0	0.0	6.94936691267e-06	1.91237497849e-05	0.0	6.56547087557e-05	1.57691397934e-05	2.73785078713e-05	1.18151635809e-05	2.60120869497e-05	6.4861779547800006e-06	0.000106350653297	2.99481896319e-05	0.0001125534628949	6.99959275097e-05	3.50406910024e-05	8.73347190442e-06	2.25231988949e-05	0.0	1.05616695887e-05	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	6.42625338717e-05	0.0001028912439549	0.00100765820234	0.000497217494406	0.00155907678198	0.00175954619465	0.0011931982443699	0.00697467488022	0.00276474827794	0.0012312387822899	0.0319184817155	0.00221310645194	0.00119792758528	0.00659375703459	0.0033534412543299	0.000201483973264	0.000628809977118	0.000585603171266	0.0001894193507649	0.0005492068186139	0.0003311018448579	0.000238199012741
k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales	6.42625338717e-05	0.0	4.86455683887e-05	1.91237497849e-05	9.17103989402e-05	5.25237670046e-05	0.0	0.00101300479124	0.0	7.80362608492e-05	1.94585338643e-05	0.00140788007698	0.000439240114602	1.87589104825e-05	2.5453064549e-05	0.0	0.0	0.0	0.000197311823714	7.39316871211e-05	0.0	1.01361282017e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	0.245290091788	0.225228933018	0.510903556686	0.535503241476	0.3411830641459999	0.562030568832	0.597103734658	0.3973648186169999	0.496230962818	0.306413713572	0.1462438543459999	0.334037273372	0.616663172711	0.713804682224	0.6348312461819999	0.332395994849	0.338325968105	0.53519625214	0.4075278406979999	0.631524471388	0.257555847569	0.2014099354329999
k__Bacteria;p__Firmicutes;c__Clostridia;o__MBA08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.50773296495e-06	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__OPB54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__SHA-98	1.0710422312e-05	0.0	2.0848100738e-05	0.0	0.0	6.565470875569999e-06	0.0	0.0	2.36303271619e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.62805182518e-05	0.0	1.50154659299e-05	0.0	1.05616695887e-05	0.0	1.01361282017e-05
