study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJNA392012	SRP110600	SAMN07280497	SRS2317782	SRX2960918	SRR5760955	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	341		PAIRED	AMPLICON	METAGENOMIC	PCR	23529	10180787	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_472	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	341	TZ_HADZA_3039.fastq.gz	648641;1895930;2410198	b56dac5b36f93f72419c715180d3c499;827d2bb9ef77daa01e8b57d8eac3dbb8;cce521290ee3a0dbb176cdb770c1f883	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/005/SRR5760955/SRR5760955.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/005/SRR5760955/SRR5760955_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/005/SRR5760955/SRR5760955_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/005/SRR5760955/SRR5760955.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/005/SRR5760955/SRR5760955_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/005/SRR5760955/SRR5760955_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/005/SRR5760955/SRR5760955.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/005/SRR5760955/SRR5760955_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/005/SRR5760955/SRR5760955_2.fastq.gz							6359642	e49d5c84dbba47705bd4180626ee20c3	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/005/SRR5760955	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/005/SRR5760955	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/005/SRR5760955				TZ_HADZA_3039		3039		2017-11-09
PRJNA392012	SRP110600	SAMN07280335	SRS2317781	SRX2960917	SRR5760956	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	179		PAIRED	AMPLICON	METAGENOMIC	PCR	32944	15476027	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_310	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	179	TZ_HADZA_383.fastq.gz	264357;1837879;3143888	f4e6a4535f6be1433730f796cebd0f1f;b2dd405205308341e319f6787a5480e4;f7372fc3ac54a46f44dd8e04c850acbc	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/006/SRR5760956/SRR5760956.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/006/SRR5760956/SRR5760956_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/006/SRR5760956/SRR5760956_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/006/SRR5760956/SRR5760956.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/006/SRR5760956/SRR5760956_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/006/SRR5760956/SRR5760956_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/006/SRR5760956/SRR5760956.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/006/SRR5760956/SRR5760956_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/006/SRR5760956/SRR5760956_2.fastq.gz							7176799	f8a9537f9b98d3ef627b28de959aff49	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/006/SRR5760956	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/006/SRR5760956	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/006/SRR5760956				TZ_HADZA_383		383		2017-11-09
PRJNA392012	SRP110600	SAMN07280336	SRS2317780	SRX2960916	SRR5760957	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	180		PAIRED	AMPLICON	METAGENOMIC	PCR	33795	16061813	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_311	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	180	TZ_HADZA_384.fastq.gz	227356;1827868;3214533	eadf966e8dedfdb34242161c7c315a98;e026f1df1a847dec45fc498e2d5d3555;245ff98730619b0b2a58d75f955c8121	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/007/SRR5760957/SRR5760957.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/007/SRR5760957/SRR5760957_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/007/SRR5760957/SRR5760957_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/007/SRR5760957/SRR5760957.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/007/SRR5760957/SRR5760957_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/007/SRR5760957/SRR5760957_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/007/SRR5760957/SRR5760957.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/007/SRR5760957/SRR5760957_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/007/SRR5760957/SRR5760957_2.fastq.gz							7277451	7735b072c9c6dfdd2b5d09ade414b534	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/007/SRR5760957	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/007/SRR5760957	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/007/SRR5760957				TZ_HADZA_384		384		2017-11-09
PRJNA392012	SRP110600	SAMN07280246	SRS2317779	SRX2960915	SRR5760958	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	90		PAIRED	AMPLICON	METAGENOMIC	PCR	30232	14282079	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_221	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	90	TZ_HADZA_227.fastq.gz	241656;1737837;2937645	69c40bbefe827b2675c3f2c570fb5d3d;8b18d775de871921b6878eb0518c4e35;2145ab51c6030707c0a7dafbf8fc51c0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/008/SRR5760958/SRR5760958.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/008/SRR5760958/SRR5760958_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/008/SRR5760958/SRR5760958_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/008/SRR5760958/SRR5760958.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/008/SRR5760958/SRR5760958_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/008/SRR5760958/SRR5760958_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/008/SRR5760958/SRR5760958.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/008/SRR5760958/SRR5760958_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/008/SRR5760958/SRR5760958_2.fastq.gz							6568777	4e02698712bd1728d3b05c76ec048d78	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/008/SRR5760958	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/008/SRR5760958	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/008/SRR5760958				TZ_HADZA_227		227		2017-11-09
PRJNA392012	SRP110600	SAMN07280332	SRS2317778	SRX2960914	SRR5760959	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	176		PAIRED	AMPLICON	METAGENOMIC	PCR	31310	14802567	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_307	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	176	TZ_HADZA_379.fastq.gz	239135;1787253;3018930	e04d9dc632beb9ef2d727cb22e4f17ec;7b1f0e75dd56b17697b794446b858626;38df6f924338852f2cc4b25b7c965617	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/009/SRR5760959/SRR5760959.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/009/SRR5760959/SRR5760959_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/009/SRR5760959/SRR5760959_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/009/SRR5760959/SRR5760959.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/009/SRR5760959/SRR5760959_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/009/SRR5760959/SRR5760959_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/009/SRR5760959/SRR5760959.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/009/SRR5760959/SRR5760959_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/009/SRR5760959/SRR5760959_2.fastq.gz							6772377	0da5f7fd032d110e593c08859e1d2f21	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/009/SRR5760959	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/009/SRR5760959	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/009/SRR5760959				TZ_HADZA_379		379		2017-11-09
PRJNA392012	SRP110600	SAMN07280302	SRS2317776	SRX2960913	SRR5760960	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	146		PAIRED	AMPLICON	METAGENOMIC	PCR	32735	15205360	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_277	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	146	TZ_HADZA_346.fastq.gz	331085;1950928;3249805	ea95774014b1c874064cbc8de56c3cb7;99a24fcc2527898dceb27b8a0c1d665f;d78fad4c604d980799b19c4ae4ed080f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/000/SRR5760960/SRR5760960.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/000/SRR5760960/SRR5760960_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/000/SRR5760960/SRR5760960_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/000/SRR5760960/SRR5760960.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/000/SRR5760960/SRR5760960_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/000/SRR5760960/SRR5760960_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/000/SRR5760960/SRR5760960.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/000/SRR5760960/SRR5760960_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/000/SRR5760960/SRR5760960_2.fastq.gz							7159954	bf2985656ef88d07960145423d64b7bf	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/000/SRR5760960	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/000/SRR5760960	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/000/SRR5760960				TZ_HADZA_346		346		2017-11-09
PRJNA392012	SRP110600	SAMN07280301	SRS2317777	SRX2960912	SRR5760961	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	145		PAIRED	AMPLICON	METAGENOMIC	PCR	28113	13390370	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_276	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	145	TZ_HADZA_423.fastq.gz	182844;1500924;2653193	21f90b21fcf1d6e0150d62144f972739;ae912c52c2ecb6caab69aad175d60bd8;5c14bff94eead6a4ac92670d5c6eff83	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/001/SRR5760961/SRR5760961.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/001/SRR5760961/SRR5760961_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/001/SRR5760961/SRR5760961_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/001/SRR5760961/SRR5760961.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/001/SRR5760961/SRR5760961_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/001/SRR5760961/SRR5760961_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/001/SRR5760961/SRR5760961.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/001/SRR5760961/SRR5760961_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/001/SRR5760961/SRR5760961_2.fastq.gz							6047780	b081ed1e7d6eed8f3fa4fe0d5483bbc9	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/001/SRR5760961	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/001/SRR5760961	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/001/SRR5760961				TZ_HADZA_423		423		2017-11-09
PRJNA392012	SRP110600	SAMN07280304	SRS2317774	SRX2960911	SRR5760962	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	148		PAIRED	AMPLICON	METAGENOMIC	PCR	26946	12796402	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_279	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	148	TZ_HADZA_348.fastq.gz	189592;1481019;2518333	8d1c0e9d86b2e8432a0d90186b3b5ab3;46f444f8bf8aa30d26489da480a6edc9;1e42bb33d665d5b2d5aef2f0a8af5087	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/002/SRR5760962/SRR5760962.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/002/SRR5760962/SRR5760962_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/002/SRR5760962/SRR5760962_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/002/SRR5760962/SRR5760962.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/002/SRR5760962/SRR5760962_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/002/SRR5760962/SRR5760962_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/002/SRR5760962/SRR5760962.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/002/SRR5760962/SRR5760962_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/002/SRR5760962/SRR5760962_2.fastq.gz							5804815	bec97ea52b5fdf0ac58a152a7378120d	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/002/SRR5760962	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/002/SRR5760962	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/002/SRR5760962				TZ_HADZA_348		348		2017-11-09
PRJNA392012	SRP110600	SAMN07280303	SRS2317775	SRX2960910	SRR5760963	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	147		PAIRED	AMPLICON	METAGENOMIC	PCR	26159	12349965	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_278	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	147	TZ_HADZA_347.fastq.gz	197844;1466270;2516155	de7db0d951a17f2c9ecfd5ba52095434;d37957df52310cb027eac67063280409;ca123d681c55f35062792f098d8d5d5d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/003/SRR5760963/SRR5760963.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/003/SRR5760963/SRR5760963_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/003/SRR5760963/SRR5760963_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/003/SRR5760963/SRR5760963.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/003/SRR5760963/SRR5760963_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/003/SRR5760963/SRR5760963_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/003/SRR5760963/SRR5760963.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/003/SRR5760963/SRR5760963_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/003/SRR5760963/SRR5760963_2.fastq.gz							5652837	297e5d9e6905e65921279550fe7a1cbf	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/003/SRR5760963	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/003/SRR5760963	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/003/SRR5760963				TZ_HADZA_347		347		2017-11-09
PRJNA392012	SRP110600	SAMN07280298	SRS2317773	SRX2960909	SRR5760964	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	142		PAIRED	AMPLICON	METAGENOMIC	PCR	30234	14247410	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_273	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	142	TZ_HADZA_342.fastq.gz	246397;1659456;2860570	08f8d0c578b92d11f5d3a36992d3471c;f30d961e247d4812c02c3bc4cbb67371;9509dbb1fd020ab9f18603fb9a4bf0e0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/004/SRR5760964/SRR5760964.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/004/SRR5760964/SRR5760964_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/004/SRR5760964/SRR5760964_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/004/SRR5760964/SRR5760964.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/004/SRR5760964/SRR5760964_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/004/SRR5760964/SRR5760964_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/004/SRR5760964/SRR5760964.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/004/SRR5760964/SRR5760964_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/004/SRR5760964/SRR5760964_2.fastq.gz							6554144	c45754608ce1cff0d56659417be81092	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/004/SRR5760964	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/004/SRR5760964	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/004/SRR5760964				TZ_HADZA_342		342		2017-11-09
PRJNA392012	SRP110600	SAMN07280297	SRS2317770	SRX2960908	SRR5760965	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	141		PAIRED	AMPLICON	METAGENOMIC	PCR	30936	14628052	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_272	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	141	TZ_HADZA_341.fastq.gz	239554;1719289;2951151	4ad9d3b8002c6758660882ddc401fa1a;52c85880497a562ac7f57414cd1a75c0;86d8e48db1bacd9fd3994ad78068108b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/005/SRR5760965/SRR5760965.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/005/SRR5760965/SRR5760965_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/005/SRR5760965/SRR5760965_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/005/SRR5760965/SRR5760965.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/005/SRR5760965/SRR5760965_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/005/SRR5760965/SRR5760965_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/005/SRR5760965/SRR5760965.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/005/SRR5760965/SRR5760965_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/005/SRR5760965/SRR5760965_2.fastq.gz							6682894	782a83caa3e561737a5d299c53fb52ea	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/005/SRR5760965	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/005/SRR5760965	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/005/SRR5760965				TZ_HADZA_341		341		2017-11-09
PRJNA392012	SRP110600	SAMN07280300	SRS2317772	SRX2960907	SRR5760966	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	144		PAIRED	AMPLICON	METAGENOMIC	PCR	28761	13582590	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_275	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	144	TZ_HADZA_344.fastq.gz	229774;1611086;2730914	77c776c7ce5dc89cea3e9b8c91583200;5c600a5b92af7fc8e4c5531802ecf358;a186f618202245a55a55e1e881120a12	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/006/SRR5760966/SRR5760966.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/006/SRR5760966/SRR5760966_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/006/SRR5760966/SRR5760966_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/006/SRR5760966/SRR5760966.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/006/SRR5760966/SRR5760966_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/006/SRR5760966/SRR5760966_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/006/SRR5760966/SRR5760966.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/006/SRR5760966/SRR5760966_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/006/SRR5760966/SRR5760966_2.fastq.gz							6192478	4ebb5df5bcc67ab2b9f8bafb4e00b005	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/006/SRR5760966	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/006/SRR5760966	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/006/SRR5760966				TZ_HADZA_344		344		2017-11-09
PRJNA392012	SRP110600	SAMN07280299	SRS2317768	SRX2960906	SRR5760967	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	143		PAIRED	AMPLICON	METAGENOMIC	PCR	25903	11992318	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_274	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	143	TZ_HADZA_343.fastq.gz	260880;1456907;2437244	90ec507078496cba3770f2907064c22c;dbe0e89445035daf3de123b13a4caaf6;bebbfa123ee786739362a93e4b0f5e26	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/007/SRR5760967/SRR5760967.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/007/SRR5760967/SRR5760967_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/007/SRR5760967/SRR5760967_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/007/SRR5760967/SRR5760967.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/007/SRR5760967/SRR5760967_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/007/SRR5760967/SRR5760967_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/007/SRR5760967/SRR5760967.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/007/SRR5760967/SRR5760967_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/007/SRR5760967/SRR5760967_2.fastq.gz							5557024	ac5a2fda2517062683c8efce11c9f57c	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/007/SRR5760967	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/007/SRR5760967	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/007/SRR5760967				TZ_HADZA_343		343		2017-11-09
PRJNA392012	SRP110600	SAMN07280306	SRS2317771	SRX2960905	SRR5760968	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	150		PAIRED	AMPLICON	METAGENOMIC	PCR	27711	13118527	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_281	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	150	TZ_HADZA_350.fastq.gz	200192;1553633;2640031	b38330128641cdcf020103885c163432;5a164be355a8bb044a8ee2e01c53c74e;d918fc4c5c92c0e4235f9187e0d652f5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/008/SRR5760968/SRR5760968.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/008/SRR5760968/SRR5760968_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/008/SRR5760968/SRR5760968_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/008/SRR5760968/SRR5760968.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/008/SRR5760968/SRR5760968_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/008/SRR5760968/SRR5760968_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/008/SRR5760968/SRR5760968.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/008/SRR5760968/SRR5760968_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/008/SRR5760968/SRR5760968_2.fastq.gz							6027473	17b957a7fb91bba46cf230a5976a56cc	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/008/SRR5760968	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/008/SRR5760968	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/008/SRR5760968				TZ_HADZA_350		350		2017-11-09
